respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,switzerland_region_primary_regional_languages,collector_type_source,Wie alt sind Sie?,Was ist Ihr Geschlecht?,Wie viele Personen leben in Ihrem Haushalt?,In welcher Art von Unterkunft wohnen Sie?,,,,Welche Art von Strom beziehen Sie hauptsächlich?,"Denken Sie, dass die zunehmende Erzeugung erneuerbarer Energien Herausforderungen für das Stromsystem mit sich bringt? Wenn ja, welche?Falls Sie es nicht wissen, können Sie gerne ‚wn‘ (weiss nicht) schreiben.",Welche der folgenden Konsequenzen der zunehmenden Einspeisung von erneuerbaren Energien ist aus Ihrer Sicht problematisch? (Nur eine Antwort möglich)?,"Bitte bewerten Sie, wie wichtig es für Sie ist, die folgenden Haushaltsgeräte jederzeit nutzen zu können (1 = sehr unwichtig, 5 = sehr wichtig)",,,,,,"Könnten Sie sich vorstellen, eines der folgenden Haushaltsgeräte für einen begrenzten Zeitraum nicht einzuschalten, wenn Sie vom Elektrizitätswerk darum gebeten werden?",,,,,,"Würde sich Ihre Bereitschaft erhöhen, die folgenden Haushaltsgeräte nicht zu nutzen, wenn Sie dafür eine finanzielle Belohnung erhalten würden?",,,,,,,,,,,,"Könnten Sie sich vorstellen, von Ihrem Elektrizitätswerk benachrichtigt zu werden (z. B. per SMS oder App), wenn das Stromnetz stark ausgelastet ist?","Könnten Sie sich vorstellen, einen intelligenten Zwischenstecker (Smart Plug) an Ihren Geräten zu installieren, damit Ihr Elektrizitätswerk Ihren Beitrag messen und Sie entsprechend vergüten kann?",Wie hoch ist Ihr monatliches Haushaltsnettoeinkommen?,Was ist Ihr höchster Bildungsabschluss?,Welche der folgenden Parteien entspricht am ehesten Ihrer politischen Präferenz?,Gender,Age,Device
118866968347,460861130,05/16/2025 04:25:19 PM,05/16/2025 04:29:05 PM,,,,,d3ef7a4336778b44c97e52a6bd,386207,smc,21,Männlich,4,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wisse nicht ,Steigende Strompreise für Verbraucher,5 = sehr wichtig,4,3,2,2,4,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, f",15%,"Ja, f",15%,"Ja, +",20%,"Ja, +",39%,"Ja, +",25%,"Ja, +",20%,Ja,Ja,3.000 - 5.000 CHF,Grundschule,Sozialdemokratische Partei der Schweiz (SP),male,18_to_29,ios_mobile
118866964905,460861130,05/16/2025 04:21:28 PM,05/16/2025 04:26:14 PM,,,,,3558ed68c2cf5443a08cf48f4a,386207,smc,35,Weiblich,3,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Ja, mit den E Autos und wir haben schon zu wenig strom",Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,3,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall",Nein,,Nein,,"Ja, +",100%,Nein,,Nein,,Nein,,Nein,Nein,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,30_to_44,ios_mobile
118866959282,460861130,05/16/2025 04:14:52 PM,05/16/2025 04:24:59 PM,,,,,89553fc81edc5775792a2a9edb,386207,smc,49,Weiblich,5,,,Haus (Miete),,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",nutzung von landflächen,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,3,5 = sehr wichtig,4,3,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",Nein,,Nein,,"Ja, +",50%,Nein,,"Ja, +",50%,"Ja, +",50%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Ich habe keine feste Parteipräferenz,female,45_to_60,pc_windows
118866960887,460861130,05/16/2025 04:16:53 PM,05/16/2025 04:24:20 PM,,,,,aa8a5f4260904f684fa7ef269c,386207,smc,45,Männlich,5,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Ja, der Umbau/Abbau der bestehenden Kernkraftwerke",Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,4,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, +",25%,"Ja, +",15%,"Ja, +",10%,"Ja, +",10%,"Ja, +",20%,"Ja, +",15%,Nein,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,45_to_60,android_mobile
118866963297,460861130,05/16/2025 04:19:20 PM,05/16/2025 04:23:07 PM,,,,,98685b3c8cdcd7d657a4c89d08,386207,smc,26,Weiblich,2,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Wn,Steigende Strompreise für Verbraucher,5 = sehr wichtig,3,5 = sehr wichtig,2,5 = sehr wichtig,3,"Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",30%,"Ja, f",20%,Nein,,Nein,,"Ja, f",40%,Nein,,Ja,Ja,Unter 3.000 CHF,Sekundarschule/Realschule,Andere Partei,female,18_to_29,android_mobile
118866960088,460861130,05/16/2025 04:15:47 PM,05/16/2025 04:22:25 PM,,,,,41e6825030cded79b404e74448,386207,smc,77,Männlich,2,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Netzausbau, zusätzliche Hochspannungsleitungen",Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,2,4,5 = sehr wichtig,2,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,"Ja, +",5%,"Ja, f",10%,"Ja, f",10%,"Ja, +",5%,"Ja, f",12%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,FDP.Die Liberalen (FDP),male,60_above,ios_mobile
118866962159,460861130,05/16/2025 04:18:23 PM,05/16/2025 04:22:10 PM,,,,,4944c34dbafe31b7cb8f5c8560,386207,smc,36,Männlich,3,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Ja das die ganze Stromversorgung versorgt wird,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,2,2,4,3,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, +",40%,"Ja, +",60%,"Ja, +",20%,"Ja, +",15%,"Ja, +",60%,"Ja, +",20%,Ja,Ja,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),male,30_to_44,android_mobile
118866958232,460861130,05/16/2025 04:13:25 PM,05/16/2025 04:20:18 PM,,,,,60afaa0ee53c7528e539fe01e0,386207,smc,18,Weiblich,2,,Wohnung (Miete),,,Weiss nicht,Weiss nicht ,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,3,3,2,4,4,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",,,50%,Nein,,"Ja, f",,Nein,,Nein,,Ja,Nein,Unter 3.000 CHF,Sekundarschule/Realschule,Keine Angabe,female,18_to_29,ios_mobile
118866959132,460861130,05/16/2025 04:15:02 PM,05/16/2025 04:18:43 PM,,,,,94f6bcb4bbf14381ec1084ff8d,386207,smc,27,Weiblich,1,,Wohnung (Miete),,,Weiss nicht,weiss nicht,Steigende Strompreise für Verbraucher,4,3,2,4,4,4,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, f",,"Ja, f",,,8%,"Ja, f",,,11%,"Ja, f",,Ja,Nein,3.000 - 5.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,18_to_29,ios_mobile
118866959416,460861130,05/16/2025 04:14:59 PM,05/16/2025 04:18:15 PM,,,,,91a184869fe0a6a170e439b144,386207,smc,49,Weiblich,3,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Infrastruktur ,Steigende Strompreise für Verbraucher,3,4,5 = sehr wichtig,,4,4,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,Ja,Ja,7.001 - 10.000 CHF,Universität/Master,Die Mitte,female,45_to_60,ios_mobile
118866953261,460861130,05/16/2025 04:07:17 PM,05/16/2025 04:17:50 PM,,,,,50545d624eb9b60d959c36071a,386207,smc,57,Weiblich,3,,,,Haus (Eigentum),Eine Mischung aus konventionellem Strom und Ökostrom,wn,Herausforderungen für die Stabilität der Netze,3,5 = sehr wichtig,5 = sehr wichtig,4,3,3,"Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",5%,Nein,,"Ja, +",3%,Nein,,"Ja, +",5%,"Ja, +",5%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,45_to_60,pc_windows
118866955618,460861130,05/16/2025 04:09:49 PM,05/16/2025 04:17:25 PM,,,,,1e3917bdca656d74ad7dae9d46,386207,smc,45,Männlich,2,,Wohnung (Miete),,,Weiss nicht,"Denke ich weniger. Es sind nur weitere Alternativen, einfach ins Netz zu speisen. Es ist eher der Umstand der Dinge.",Bedrohung der Rentabilität von Stromunternehmen,1 = sehr unwichtig,5 = sehr wichtig,2,3,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,Nein,,"Ja, +",,"Ja, +",,"Ja, +",,"Ja, +",,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,FDP.Die Liberalen (FDP),male,45_to_60,android_mobile
118866957825,460861130,05/16/2025 04:13:14 PM,05/16/2025 04:15:47 PM,,,,,943dd2b8b64c1e2492b61e4f52,386207,smc,39,Männlich,4,,,,Haus (Eigentum),"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Teuer,Steigende Strompreise für Verbraucher,4,4,4,3,4,4,"Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, f",,"Ja, +",,"Ja, +",,"Ja, +",,Nein,,Nein,,Nein,Ja,3.000 - 5.000 CHF,Universität/Master,Die Mitte,male,30_to_44,other
118866958454,460861130,05/16/2025 04:14:04 PM,05/16/2025 04:15:41 PM,,,,,c233adff2603010d40ed3d8c00,386207,smc,28,Weiblich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),weis nicht ,Steigende Strompreise für Verbraucher,3,5 = sehr wichtig,3,3,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall",,,,,,,,,,,,,Ja,Ja,7.001 - 10.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,18_to_29,ios_mobile
118866956552,460861130,05/16/2025 04:11:46 PM,05/16/2025 04:14:41 PM,,,,,4b1d76f250d8cda717edc821de,386207,smc,26,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ia denn die meisten erneuerbaren energien sind sehr schwer zu speichern,Herausforderungen für die Stabilität der Netze,2,4,2,3,4,3,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",10%,"Ja, +",20%,"Ja, +",30%,"Ja, f",0%,"Ja, +",10%,"Ja, +",15%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Sozialdemokratische Partei der Schweiz (SP),male,18_to_29,android_mobile
118866956915,460861130,05/16/2025 04:12:17 PM,05/16/2025 04:14:35 PM,,,,,9d88a30edf09693f9db4a2f389,386207,smc,21,Männlich,3,,,Haus (Miete),,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Steigende Strompreise für Verbraucher,4,4,3,3,4,4,"Ja, für mehr als 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, f",6%,"Ja, f",2%,"Ja, f",13%,"Ja, f",8%,"Ja, f",5%,"Ja, f",5%,Ja,Nein,Über 10.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,male,18_to_29,ios_mobile
118866955817,460861130,05/16/2025 04:10:53 PM,05/16/2025 04:12:40 PM,,,,,92a6a47cc9df4d4a44431d8707,386207,smc,19,Weiblich,3,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Beände,Steigende Strompreise für Verbraucher,4,4,4,3,4,3,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden",Nein,,Nein,,Nein,,"Ja, +",,Nein,,Nein,,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Ich habe keine feste Parteipräferenz,female,18_to_29,ios_mobile
118866954185,460861130,05/16/2025 04:08:55 PM,05/16/2025 04:11:16 PM,,,,,a1222dac13fd6cd3769cae44bb,386207,smc,19,Weiblich,3,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Steigende Strompreise für Verbraucher,3,3,2,2,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, +",,"Ja, +",,"Ja, f",,Ja,Ja,7.001 - 10.000 CHF,Sekundarschule/Realschule,Die Mitte,female,18_to_29,ios_mobile
118866951530,460861130,05/16/2025 04:05:37 PM,05/16/2025 04:10:04 PM,,,,,6fddd1c6da2752c0cf5d872f2e,386207,smc,34,Weiblich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),wn,Herausforderungen für die Stabilität der Netze,1 = sehr unwichtig,3,4,4,4,1 = sehr unwichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für mehr als 24 Stunden","Ja, f",0%,"Ja, +",60%,"Ja, +",80%,"Ja, +",48%,"Ja, +",79%,"Ja, f",0%,Ja,Ja,Unter 3.000 CHF,Berufsausbildung/Lehre/Maturität,Schweizerische Volkspartei (SVP),female,30_to_44,ios_mobile
118866950613,460861130,05/16/2025 04:04:38 PM,05/16/2025 04:06:34 PM,,,,,71f804be632d7bf88571c5e600,386207,smc,47,Weiblich,3,Wohnung (Eigentum),,,,Eine Mischung aus konventionellem Strom und Ökostrom,Solar,Steigende Strompreise für Verbraucher,4,4,4,4,4,4,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",10%,"Ja, +",10%,"Ja, +",40%,"Ja, f",10%,"Ja, f",10%,"Ja, f",7%,Ja,Ja,5.001 - 7.000 CHF,Universität/Master,Evangelische Volkspartei (EVP),female,45_to_60,android_mobile
118866948040,460861130,05/16/2025 04:01:36 PM,05/16/2025 04:04:56 PM,,,,,057629c2487f0bbaaa877d8d1d,386207,smc,45,Weiblich,2,,Wohnung (Miete),,,Weiss nicht,Weiß nicht ,Steigende Strompreise für Verbraucher,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,1 = sehr unwichtig,"Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 3 bis 6 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, +",10%,"Ja, f",10%,Ja,Ja,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Ich habe keine feste Parteipräferenz,female,45_to_60,ios_mobile
118866943584,460861130,05/16/2025 03:55:50 PM,05/16/2025 04:04:30 PM,,,,,72a622f744364830a0687b9dcc,386207,smc,73,Männlich,2,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),"Spitzenbedarf sicherstellen, Speichertechniken für Strom, derrmomentan nicht bbenötiigt wird, Risiken betreffend Flaute, Dunkelheit beherrschen, Ndtzkapazitäten anpassrn bezüglich Erzeugungsort und Bedarfsstelle",Herausforderungen für die Stabilität der Netze,2,2,1 = sehr unwichtig,5 = sehr wichtig,3,2,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,"Ja, f",,Ja,Ja,Über 10.000 CHF,Universität/Master,FDP.Die Liberalen (FDP),male,60_above,android_mobile
118866946022,460861130,05/16/2025 03:59:10 PM,05/16/2025 04:03:01 PM,,,,,620ab346f03e9cbd1f113806a3,386207,smc,35,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wn,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,4,4,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, +",52%,Nein,,Nein,,Nein,,Nein,,"Ja, +",32%,Ja,Ja,5.001 - 7.000 CHF,Sekundarschule/Realschule,Keine Angabe,male,30_to_44,ios_mobile
118866945395,460861130,05/16/2025 03:57:52 PM,05/16/2025 04:02:14 PM,,,,,a2c5618df4fed0bd0710405aed,386207,smc,37,Weiblich,4,,Wohnung (Miete),,,"Ökostrom (aus erneuerbaren Energien wie Wasser, Sonne, Wind)",Weiss nicht,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,,"Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden",,100%,,100%,,100%,,50%,,100%,,100%,Nein,Nein,5.001 - 7.000 CHF,Sekundarschule/Realschule,Ich habe keine feste Parteipräferenz,female,30_to_44,ios_mobile
118866942004,460861130,05/16/2025 03:54:02 PM,05/16/2025 04:01:57 PM,,,,,3796e106df9885aa027ab8e77a,386207,smc,41,Männlich,2,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),zu viele menschen,Bedrohung der Rentabilität von Stromunternehmen,2,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,4,"Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, +",100%,"Ja, +",100%,"Ja, +",100%,"Ja, +",100%,"Ja, +",100%,"Ja, +",100%,Nein,Nein,5.001 - 7.000 CHF,Berufsausbildung/Lehre/Maturität,Keine Angabe,male,30_to_44,pc_windows
118866945099,460861130,05/16/2025 03:57:59 PM,05/16/2025 04:01:50 PM,,,,,15e9b98915f41a13cf8a069bee,386207,smc,37,Männlich,3,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ja wasser,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,3,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",Nein,100%,Nein,,Nein,,Nein,,Nein,,Nein,,Ja,Ja,Keine Angabe,Keine Angabe,Keine Angabe,male,18_to_29,ios_mobile
118866946286,460861130,05/16/2025 03:59:37 PM,05/16/2025 04:01:25 PM,,,,,9399efc7ccd6dd36592ffdb003,386207,smc,47,Weiblich,3,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Nicht ,Bedrohung der Rentabilität von Stromunternehmen,4,4,5 = sehr wichtig,5 = sehr wichtig,4,4,"Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden",,4%,"Ja, +",,,3%,"Ja, +",,,2%,Nein,,Ja,Ja,3.000 - 5.000 CHF,Grundschule,Die Mitte,female,45_to_60,android_mobile
118866943931,460861130,05/16/2025 03:56:40 PM,05/16/2025 03:59:38 PM,,,,,422d8f7815442e8d049dc0de8a,386207,smc,51,Männlich,1,,Wohnung (Miete),,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Wetter und andere abhängigkeiten,Steigende Strompreise für Verbraucher,5 = sehr wichtig,5 = sehr wichtig,5 = sehr wichtig,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",,20%,,20%,,100%,,83%,,20%,,10%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,Schweizerische Volkspartei (SVP),male,45_to_60,ios_mobile
118866943455,460861130,05/16/2025 03:55:50 PM,05/16/2025 03:59:25 PM,,,,,cbf7956073cd991ad814357cfa,386207,smc,56,Männlich,3,,,,Haus (Eigentum),Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Weiss nicht ,Steigende Strompreise für Verbraucher,4,5 = sehr wichtig,5 = sehr wichtig,4,5 = sehr wichtig,5 = sehr wichtig,"Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden",,50%,,30%,,48%,,3%,,56%,,44%,Ja,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,FDP.Die Liberalen (FDP),male,45_to_60,ios_mobile
118866944075,460861130,05/16/2025 03:56:47 PM,05/16/2025 03:59:20 PM,,,,,bf6aa28eb475f91ffb612095f9,386207,smc,37,Männlich,1,,Wohnung (Miete),,,Weiss nicht,wn,Herausforderungen für die Stabilität der Netze,4,5 = sehr wichtig,3,5 = sehr wichtig,4,4,"Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, +",20%,"Ja, +",20%,"Ja, +",20%,"Ja, +",20%,"Ja, +",20%,"Ja, +",20%,Nein,Ja,7.001 - 10.000 CHF,Fachhochschule/Bachelor,FDP.Die Liberalen (FDP),male,30_to_44,pc_windows
118866943226,460861130,05/16/2025 03:55:42 PM,05/16/2025 03:59:15 PM,,,,,bc9c9ef46b2663589293838d9d,386207,smc,28,Weiblich,2,Wohnung (Eigentum),,,,Konventionellen Strom (Kernenergie und fossilen Brennstoffen),Ja,Notwendigkeit kostspieliger Netzinfrastruktur-Upgrades,4,5 = sehr wichtig,3,2,5 = sehr wichtig,4,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, +",,"Ja, +",,"Ja, +",,"Ja, f",,"Ja, +",,"Ja, +",,Ja,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,Keine Angabe,female,18_to_29,pc_windows
118866943215,460861130,05/16/2025 03:55:42 PM,05/16/2025 03:57:51 PM,,,,,b09dd94821edb81ba26abf0646,386207,smc,19,Weiblich,3,,Wohnung (Miete),,,Weiss nicht,weiss nicht,Keine der genannten Konsequenzen ist problematisch,4,3,2,1 = sehr unwichtig,3,3,"Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für mehr als 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden",Nein,,,,,,,,,,,,Nein,Nein,Keine Angabe,Keine Angabe,Keine Angabe,female,18_to_29,ios_mobile
118866943315,460861130,05/16/2025 03:55:45 PM,05/16/2025 03:57:51 PM,,,,,c60d8b383f4a109667a0858d60,386207,smc,23,Männlich,3,,Wohnung (Miete),,,Eine Mischung aus konventionellem Strom und Ökostrom,Nein ,Steigende Strompreise für Verbraucher,3,2,4,3,2,3,"Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, f",6%,"Ja, +",3%,Nein,7%,"Ja, f",8%,"Ja, +",4%,"Ja, +",3%,Nein,Ja,5.001 - 7.000 CHF,Fachhochschule/Bachelor,FDP.Die Liberalen (FDP),male,18_to_29,android_mobile
